matrix_rows,matrix_columns,matrix_tasks,matrix_density,density_profile,average_nonzeros_per_row,skew_profile,row_degree_zipf_alpha,repetition,seed,cache_policy,victim_admission,d_block_bytes,q_block_bytes,device_capacity_bytes,host_capacity_bytes,row_major_total_io_operations,row_major_total_io_bytes,row_major_ssd_io_operations,row_major_ssd_io_bytes,row_major_host_to_device_io_operations,row_major_host_to_device_io_bytes,row_major_device_to_host_io_operations,row_major_device_to_host_io_bytes,diskjoin_mecc_total_io_operations,diskjoin_mecc_total_io_bytes,diskjoin_mecc_ssd_io_operations,diskjoin_mecc_ssd_io_bytes,diskjoin_mecc_host_to_device_io_operations,diskjoin_mecc_host_to_device_io_bytes,diskjoin_mecc_device_to_host_io_operations,diskjoin_mecc_device_to_host_io_bytes,block_rcm_total_io_operations,block_rcm_total_io_bytes,block_rcm_ssd_io_operations,block_rcm_ssd_io_bytes,block_rcm_host_to_device_io_operations,block_rcm_host_to_device_io_bytes,block_rcm_device_to_host_io_operations,block_rcm_device_to_host_io_bytes,diskjoin_mecc_to_row_major_total_io_operations_ratio,diskjoin_mecc_to_row_major_total_io_bytes_ratio,diskjoin_mecc_to_row_major_ssd_io_operations_ratio,diskjoin_mecc_to_row_major_ssd_io_bytes_ratio,diskjoin_mecc_to_block_rcm_total_io_operations_ratio,diskjoin_mecc_to_block_rcm_total_io_bytes_ratio,diskjoin_mecc_to_block_rcm_ssd_io_operations_ratio,diskjoin_mecc_to_block_rcm_ssd_io_bytes_ratio,block_rcm_to_row_major_total_io_operations_ratio,block_rcm_to_row_major_total_io_bytes_ratio,block_rcm_to_row_major_ssd_io_operations_ratio,block_rcm_to_row_major_ssd_io_bytes_ratio,best_total_io_operations_scheduler,best_total_io_bytes_scheduler,best_ssd_io_operations_scheduler,best_ssd_io_bytes_scheduler
386,386,1544,0.010362694300518135,degree-4,4.0,uniform,0.0,0,3010023,belady,future,67108864,67108864,268435456,536870912,2291,153746407424,1654,110998061056,178,11945377792,459,30802968576,1956,131264937984,1352,90731184128,180,12079595520,424,28454158336,2119,142203682816,1456,97710505984,188,12616466432,475,31876710400,0.8537756438236578,0.8537756438236578,0.8174123337363967,0.8174123337363967,0.9230769230769231,0.9230769230769231,0.9285714285714286,0.9285714285714286,0.924923614142296,0.924923614142296,0.8802902055622733,0.8802902055622733,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,1544,0.010362694300518135,degree-4,4.0,uniform,0.0,0,3010023,lru,future,67108864,67108864,268435456,536870912,3079,206628192256,1874,125762011136,49,3288334336,1156,77577846784,2969,199246217216,1499,100596187136,369,24763170816,1101,73886859264,3081,206762409984,1642,110192754688,282,18924699648,1157,77644955648,0.9642741149723937,0.9642741149723937,0.7998932764140875,0.7998932764140875,0.9636481661798117,0.9636481661798117,0.912911084043849,0.912911084043849,1.0006495615459565,1.0006495615459565,0.8762006403415155,0.8762006403415155,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,1544,0.010362694300518135,degree-4,4.0,moderate-zipf,0.8,0,3010124,belady,future,67108864,67108864,268435456,536870912,2258,151531814912,1671,112138911744,172,11542724608,415,27850178560,2034,136499429376,1466,98381594624,165,11072962560,403,27044872192,2125,142606336000,1552,104152956928,165,11072962560,408,27380416512,0.9007971656333038,0.9007971656333038,0.8773189706762418,0.8773189706762418,0.9571764705882353,0.9571764705882353,0.9445876288659794,0.9445876288659794,0.9410983170947741,0.9410983170947741,0.9287851585876721,0.9287851585876721,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,1544,0.010362694300518135,degree-4,4.0,moderate-zipf,0.8,0,3010124,lru,future,67108864,67108864,268435456,536870912,3088,207232172032,1886,126567317504,41,2751463424,1161,77913391104,2780,186562641920,1625,109051904000,148,9932111872,1007,67578626048,2820,189246996480,1738,116635205632,55,3690987520,1027,68920803328,0.9002590673575129,0.9002590673575129,0.8616118769883351,0.8616118769883351,0.9858156028368794,0.9858156028368794,0.9349827387802071,0.9349827387802071,0.9132124352331606,0.9132124352331606,0.9215270413573701,0.9215270413573701,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,1544,0.010362694300518135,degree-4,4.0,high-zipf,1.4,0,3010225,belady,future,67108864,67108864,268435456,536870912,2001,134284836864,1570,105360916480,119,7985954816,312,20937965568,1860,124822487040,1539,103280541696,97,6509559808,224,15032385536,1897,127305515008,1571,105428025344,97,6509559808,229,15367929856,0.9295352323838081,0.9295352323838081,0.9802547770700637,0.9802547770700637,0.9804955192409067,0.9804955192409067,0.9796308084022916,0.9796308084022916,0.9480259870064968,0.9480259870064968,1.0006369426751593,1.0006369426751593,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,1544,0.010362694300518135,degree-4,4.0,high-zipf,1.4,0,3010225,lru,future,67108864,67108864,268435456,536870912,2891,194011725824,1720,115427246080,15,1006632960,1156,77577846784,2813,188777234432,1646,110461190144,50,3355443200,1117,74960601088,2841,190656282624,1695,113749524480,15,1006632960,1131,75900125184,0.9730197163611207,0.9730197163611207,0.9569767441860465,0.9569767441860465,0.9901443153819077,0.9901443153819077,0.9710914454277286,0.9710914454277286,0.9827049463853338,0.9827049463853338,0.9854651162790697,0.9854651162790697,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,6176,0.04145077720207254,degree-16,16.0,uniform,0.0,0,3020030,belady,future,67108864,67108864,268435456,536870912,8256,554050781184,5464,366682832896,733,49190797312,2059,138177150976,8982,602771816448,4554,305613766656,1327,89053462528,3101,208104587264,8146,546668806144,5285,354670346240,771,51740934144,2090,140257525760,1.087936046511628,1.087936046511628,0.8334553440702782,0.8334553440702782,1.1026270562239135,1.1026270562239135,0.8616840113528855,0.8616840113528855,0.9866763565891473,0.9866763565891473,0.9672401171303074,0.9672401171303074,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
386,386,6176,0.04145077720207254,degree-16,16.0,uniform,0.0,0,3020030,lru,future,67108864,67108864,268435456,536870912,12352,828928688128,6522,437684011008,40,2684354560,5790,388560322560,12350,828794470400,6467,433993023488,94,6308233216,5789,388493213696,12352,828928688128,6517,437348466688,45,3019898880,5790,388560322560,0.9998380829015544,0.9998380829015544,0.9915670039865072,0.9915670039865072,0.9998380829015544,0.9998380829015544,0.9923277581709375,0.9923277581709375,1.0,1.0,0.9992333639987734,0.9992333639987734,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,6176,0.04145077720207254,degree-16,16.0,moderate-zipf,0.8,0,3020131,belady,future,67108864,67108864,268435456,536870912,7990,536199823360,5669,380440150016,619,41540386816,1702,114219286528,7956,533918121984,5267,353462386688,769,51606716416,1920,128849018880,7763,520966111232,5525,370776473600,608,40802189312,1630,109387448320,0.9957446808510638,0.9957446808510638,0.9290880225789381,0.9290880225789381,1.0248615226072395,1.0248615226072395,0.9533031674208144,0.9533031674208144,0.9715894868585733,0.9715894868585733,0.974598694655142,0.974598694655142,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
386,386,6176,0.04145077720207254,degree-16,16.0,moderate-zipf,0.8,0,3020131,lru,future,67108864,67108864,268435456,536870912,12352,828928688128,6491,435603636224,71,4764729344,5790,388560322560,12348,828660252672,6156,413122166784,404,27111981056,5788,388426104832,12352,828928688128,6321,424195129344,241,16173236224,5790,388560322560,0.9996761658031088,0.9996761658031088,0.9483900785703282,0.9483900785703282,0.9996761658031088,0.9996761658031088,0.9738965353583294,0.9738965353583294,1.0,1.0,0.9738098906177785,0.9738098906177785,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,6176,0.04145077720207254,degree-16,16.0,high-zipf,1.4,0,3020232,belady,future,67108864,67108864,268435456,536870912,7465,500967669760,5992,402116313088,404,27111981056,1069,71739375616,7158,480365248512,5794,388828758016,409,27447525376,955,64088965120,7212,483989127168,5853,392788180992,412,27648851968,947,63552094208,0.9588747488278634,0.9588747488278634,0.9669559412550067,0.9669559412550067,0.9925124792013311,0.9925124792013311,0.9899196992995045,0.9899196992995045,0.9661085063630275,0.9661085063630275,0.9768024032042724,0.9768024032042724,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
386,386,6176,0.04145077720207254,degree-16,16.0,high-zipf,1.4,0,3020232,lru,future,67108864,67108864,268435456,536870912,12350,828794470400,6516,437281357824,45,3019898880,5789,388493213696,12130,814030520320,6281,421510774784,170,11408506880,5679,381111238656,12132,814164738048,6364,427080810496,88,5905580032,5680,381178347520,0.9821862348178138,0.9821862348178138,0.9639349294045426,0.9639349294045426,0.9998351467194198,0.9998351467194198,0.9869578881206789,0.9869578881206789,0.9823481781376519,0.9823481781376519,0.9766728054020871,0.9766728054020871,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,975,0.0010256410256410256,degree-1,1.0,uniform,0.0,0,4000019,belady,future,67108864,67108864,268435456,536870912,2075,139250892800,1842,123614527488,67,4496293888,166,11140071424,1594,106971529216,1594,106971529216,0,0,0,0,1594,106971529216,1594,106971529216,0,0,0,0,0.7681927710843374,0.7681927710843374,0.8653637350705755,0.8653637350705755,1.0,1.0,1.0,1.0,0.7681927710843374,0.7681927710843374,0.8653637350705755,0.8653637350705755,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
975,975,975,0.0010256410256410256,degree-1,1.0,uniform,0.0,0,4000019,lru,future,67108864,67108864,268435456,536870912,2300,154350387200,1917,128647692288,30,2013265920,353,23689428992,1594,106971529216,1594,106971529216,0,0,0,0,1594,106971529216,1594,106971529216,0,0,0,0,0.6930434782608695,0.6930434782608695,0.8315075639019301,0.8315075639019301,1.0,1.0,1.0,1.0,0.6930434782608695,0.6930434782608695,0.8315075639019301,0.8315075639019301,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
975,975,975,0.0010256410256410256,degree-1,1.0,moderate-zipf,0.8,0,4000120,belady,future,67108864,67108864,268435456,536870912,1638,109924319232,1401,94019518464,70,4697620480,167,11207180288,1426,95697240064,1287,86369107968,42,2818572288,97,6509559808,1417,95093260288,1305,87577067520,42,2818572288,70,4697620480,0.8705738705738706,0.8705738705738706,0.9186295503211992,0.9186295503211992,1.0063514467184191,1.0063514467184191,0.9862068965517241,0.9862068965517241,0.8650793650793651,0.8650793650793651,0.9314775160599572,0.9314775160599572,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
975,975,975,0.0010256410256410256,degree-1,1.0,moderate-zipf,0.8,0,4000120,lru,future,67108864,67108864,268435456,536870912,1878,126030446592,1474,98918465536,36,2415919104,368,24696061952,1598,107239964672,1327,89053462528,43,2885681152,228,15300820992,1592,106837311488,1347,90395639808,20,1342177280,225,15099494400,0.8509052183173589,0.8509052183173589,0.9002713704206241,0.9002713704206241,1.0037688442211055,1.0037688442211055,0.9851521900519673,0.9851521900519673,0.8477103301384451,0.8477103301384451,0.9138398914518318,0.9138398914518318,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
975,975,975,0.0010256410256410256,degree-1,1.0,high-zipf,1.4,0,4000221,belady,future,67108864,67108864,268435456,536870912,1221,81939922944,1063,71336722432,47,3154116608,111,7449083904,1175,78852915200,1053,70665633792,40,2684354560,82,5502926848,1184,79456894976,1060,71135395840,44,2952790016,80,5368709120,0.9623259623259623,0.9623259623259623,0.9905926622765757,0.9905926622765757,0.9923986486486487,0.9923986486486487,0.9933962264150943,0.9933962264150943,0.9696969696969697,0.9696969696969697,0.9971777986829727,0.9971777986829727,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,975,0.0010256410256410256,degree-1,1.0,high-zipf,1.4,0,4000221,lru,future,67108864,67108864,268435456,536870912,1444,96905199616,1119,75094818816,11,738197504,314,21072183296,1424,95563022336,1089,73081552896,31,2080374784,304,20401094656,1428,95831457792,1112,74625056768,10,671088640,306,20535312384,0.9861495844875346,0.9861495844875346,0.9731903485254692,0.9731903485254692,0.9971988795518207,0.9971988795518207,0.97931654676259,0.97931654676259,0.9889196675900277,0.9889196675900277,0.9937444146559428,0.9937444146559428,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,3900,0.0041025641025641026,degree-4,4.0,uniform,0.0,0,4010026,belady,future,67108864,67108864,268435456,536870912,5617,376950489088,4408,295815872512,297,19931332608,912,61203283968,4718,316619620352,3643,244477591552,258,17314086912,817,54827941888,5136,344671125504,3914,262664093696,309,20736638976,913,61270392832,0.8399501513263308,0.8399501513263308,0.8264519056261344,0.8264519056261344,0.918613707165109,0.918613707165109,0.930761369443025,0.930761369443025,0.9143670998753783,0.9143670998753783,0.8879310344827587,0.8879310344827587,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,3900,0.0041025641025641026,degree-4,4.0,uniform,0.0,0,4010026,lru,future,67108864,67108864,268435456,536870912,7807,523918901248,4798,321988329472,70,4697620480,2939,197232951296,7501,503383588864,3881,260449501184,834,55968792576,2786,186965295104,7805,523784683520,4267,286353522688,600,40265318400,2938,197165842432,0.9608044063020367,0.9608044063020367,0.8088786994581075,0.8088786994581075,0.9610506085842409,0.9610506085842409,0.9095383173189595,0.9095383173189595,0.9997438196490329,0.9997438196490329,0.8893288870362651,0.8893288870362651,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,3900,0.0041025641025641026,degree-4,4.0,moderate-zipf,0.8,0,4010127,belady,future,67108864,67108864,268435456,536870912,5588,375004332032,4461,299372642304,272,18253611008,855,57378078720,4964,333128400896,3916,262798311424,265,17783848960,783,52546240512,5139,344872452096,4130,277159608320,253,16978542592,756,50734301184,0.8883321403006442,0.8883321403006442,0.8778300829410446,0.8778300829410446,0.9659466822338977,0.9659466822338977,0.94818401937046,0.94818401937046,0.9196492483894059,0.9196492483894059,0.9258013898229097,0.9258013898229097,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,3900,0.0041025641025641026,degree-4,4.0,moderate-zipf,0.8,0,4010127,lru,future,67108864,67108864,268435456,536870912,7806,523851792384,4820,323464724480,52,3489660928,2934,196897406976,7064,474057015296,4219,283132297216,282,18924699648,2563,172000018432,7100,476472934400,4435,297627811840,84,5637144576,2581,173207977984,0.9049449141685882,0.9049449141685882,0.8753112033195021,0.8753112033195021,0.9949295774647887,0.9949295774647887,0.9512965050732807,0.9512965050732807,0.9095567512170125,0.9095567512170125,0.9201244813278008,0.9201244813278008,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,3900,0.0041025641025641026,degree-4,4.0,high-zipf,1.4,0,4010228,belady,future,67108864,67108864,268435456,536870912,4709,316015640576,4066,272864641024,160,10737418240,483,32413581312,4479,300580601856,3981,267160387584,142,9529458688,356,23890755584,4585,307694141440,4030,270448721920,148,9932111872,407,27313307648,0.9511573582501592,0.9511573582501592,0.9790949335956715,0.9790949335956715,0.9768811341330426,0.9768811341330426,0.9878411910669975,0.9878411910669975,0.9736674453174772,0.9736674453174772,0.9911460895228726,0.9911460895228726,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,3900,0.0041025641025641026,degree-4,4.0,high-zipf,1.4,0,4010228,lru,future,67108864,67108864,268435456,536870912,7214,484123344896,4271,286621958144,18,1207959552,2925,196293427200,7072,474593886208,4149,278434676736,69,4630511616,2854,191528697856,7108,477009805312,4218,283065188352,18,1207959552,2872,192736657408,0.980316052120876,0.980316052120876,0.971435261062983,0.971435261062983,0.9949352841868317,0.9949352841868317,0.9836415362731152,0.9836415362731152,0.9853063487662878,0.9853063487662878,0.9875907281667057,0.9875907281667057,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,15600,0.01641025641025641,degree-16,16.0,uniform,0.0,0,4020033,belady,future,67108864,67108864,268435456,536870912,19922,1336942788608,14804,993479622656,1177,78987132928,3941,264476033024,21835,1465322045440,12354,829062905856,2599,174415937536,6882,461843202048,19705,1322380165120,14116,947308724224,1330,89254789120,4259,285816651776,1.096024495532577,1.096024495532577,0.8345041880572818,0.8345041880572818,1.1080943922862219,1.1080943922862219,0.8751771039954661,0.8751771039954661,0.9891075193253689,0.9891075193253689,0.9535260740340449,0.9535260740340449,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
975,975,15600,0.01641025641025641,degree-16,16.0,uniform,0.0,0,4020033,lru,future,67108864,67108864,268435456,536870912,31200,2093796556800,16533,1109510848512,42,2818572288,14625,981467136000,31200,2093796556800,16403,1100786696192,172,11542724608,14625,981467136000,31200,2093796556800,16476,1105685643264,99,6643777536,14625,981467136000,1.0,1.0,0.9921369382447227,0.9921369382447227,1.0,1.0,0.995569312940034,0.995569312940034,1.0,1.0,0.996552349845763,0.996552349845763,row_major|diskjoin_mecc|block_rcm,row_major|diskjoin_mecc|block_rcm,diskjoin_mecc,diskjoin_mecc
975,975,15600,0.01641025641025641,degree-16,16.0,moderate-zipf,0.8,0,4020134,belady,future,67108864,67108864,268435456,536870912,19322,1296677470208,15152,1016833507328,970,65095598080,3200,214748364800,19271,1293254918144,13933,935027802112,1389,93214212096,3949,265012903936,18859,1265606066176,14613,980661829632,1034,69390565376,3212,215553671168,0.9973605216851258,0.9973605216851258,0.9195485744456178,0.9195485744456178,1.0218463333156582,1.0218463333156582,0.9534660918360364,0.9534660918360364,0.9760376772590829,0.9760376772590829,0.9644271383315733,0.9644271383315733,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
975,975,15600,0.01641025641025641,degree-16,16.0,moderate-zipf,0.8,0,4020134,lru,future,67108864,67108864,268435456,536870912,31198,2093662339072,16507,1107766018048,67,4496293888,14624,981400027136,31176,2092185944064,15635,1049247088640,928,62277025792,14613,980661829632,31200,2093796556800,16004,1074010259456,571,38319161344,14625,981467136000,0.9992948265914482,0.9992948265914482,0.9471739262131217,0.9471739262131217,0.9992307692307693,0.9992307692307693,0.976943264183954,0.976943264183954,1.0000641066735048,1.0000641066735048,0.9695280789967893,0.9695280789967893,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,15600,0.01641025641025641,degree-16,16.0,high-zipf,1.4,0,4020235,belady,future,67108864,67108864,268435456,536870912,18136,1217086357504,15750,1056964608000,574,38520487936,1812,121601261568,17556,1178163216384,15271,1024819462144,613,41137733632,1672,112206020608,17604,1181384441856,15444,1036429295616,574,38520487936,1586,106434658304,0.9680194089104543,0.9680194089104543,0.9695873015873016,0.9695873015873016,0.9972733469665985,0.9972733469665985,0.9887982387982388,0.9887982387982388,0.970666078517865,0.970666078517865,0.9805714285714285,0.9805714285714285,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
975,975,15600,0.01641025641025641,degree-16,16.0,high-zipf,1.4,0,4020235,lru,future,67108864,67108864,268435456,536870912,31192,2093259685888,16543,1110181937152,28,1879048192,14621,981198700544,30630,2055544504320,16060,1077768355840,230,15435038720,14340,962341109760,30654,2057155117056,16194,1086760943616,108,7247757312,14352,963146416128,0.9819825596306745,0.9819825596306745,0.9708033609381611,0.9708033609381611,0.999217067919358,0.999217067919358,0.9917253303692726,0.9917253303692726,0.9827519876891511,0.9827519876891511,0.9789034637006588,0.9789034637006588,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,2462,0.00040617384240454913,degree-1,1.0,uniform,0.0,0,5000022,belady,future,67108864,67108864,268435456,536870912,5178,347489697792,4730,317424926720,122,8187281408,326,21877489664,3997,268234129408,3997,268234129408,0,0,0,0,3997,268234129408,3997,268234129408,0,0,0,0,0.7719196601004249,0.7719196601004249,0.8450317124735729,0.8450317124735729,1.0,1.0,1.0,1.0,0.7719196601004249,0.7719196601004249,0.8450317124735729,0.8450317124735729,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
2462,2462,2462,0.00040617384240454913,degree-1,1.0,uniform,0.0,0,5000022,lru,future,67108864,67108864,268435456,536870912,5845,392251310080,4878,327357038592,43,2885681152,924,62008590336,3997,268234129408,3997,268234129408,0,0,0,0,3997,268234129408,3997,268234129408,0,0,0,0,0.6838323353293413,0.6838323353293413,0.8193931939319393,0.8193931939319393,1.0,1.0,1.0,1.0,0.6838323353293413,0.6838323353293413,0.8193931939319393,0.8193931939319393,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm,diskjoin_mecc|block_rcm
2462,2462,2462,0.00040617384240454913,degree-1,1.0,moderate-zipf,0.8,0,5000123,belady,future,67108864,67108864,268435456,536870912,3992,267898585088,3584,240518168576,110,7381975040,298,19998441472,3523,236424527872,3266,219177549824,65,4362076160,192,12884901888,3541,237632487424,3311,222197448704,74,4966055936,156,10468982784,0.8825150300601202,0.8825150300601202,0.9112723214285714,0.9112723214285714,0.9949166902005083,0.9949166902005083,0.986408939897312,0.986408939897312,0.8870240480961924,0.8870240480961924,0.923828125,0.923828125,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,2462,0.00040617384240454913,degree-1,1.0,moderate-zipf,0.8,0,5000123,lru,future,67108864,67108864,268435456,536870912,4699,315344551936,3724,249913409536,38,2550136832,937,62881005568,4033,270650048512,3345,224479150080,84,5637144576,604,40533753856,4023,269978959872,3398,228035919872,26,1744830464,599,40198209536,0.8582677165354331,0.8582677165354331,0.8982277121374865,0.8982277121374865,1.0024857071836937,1.0024857071836937,0.9844025897586816,0.9844025897586816,0.8561396041711002,0.8561396041711002,0.9124597207303974,0.9124597207303974,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
2462,2462,2462,0.00040617384240454913,degree-1,1.0,high-zipf,1.4,0,5000224,belady,future,67108864,67108864,268435456,536870912,2931,196696080384,2662,178643795968,71,4764729344,198,13287555072,2831,189985193984,2639,177100292096,57,3825205248,135,9059696640,2842,190723391488,2651,177905598464,67,4496293888,124,8321499136,0.9658819515523712,0.9658819515523712,0.9913598797896318,0.9913598797896318,0.9961294862772695,0.9961294862772695,0.995473406261788,0.995473406261788,0.9696349368816104,0.9696349368816104,0.9958677685950413,0.9958677685950413,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,2462,0.00040617384240454913,degree-1,1.0,high-zipf,1.4,0,5000224,lru,future,67108864,67108864,268435456,536870912,3576,239981297664,2752,184683593728,15,1006632960,809,54291070976,3516,235954765824,2703,181395259392,34,2281701376,779,52277805056,3536,237296943104,2732,183341416448,15,1006632960,789,52948893696,0.9832214765100671,0.9832214765100671,0.9821947674418605,0.9821947674418605,0.994343891402715,0.994343891402715,0.989385065885798,0.989385065885798,0.9888143176733781,0.9888143176733781,0.9927325581395349,0.9927325581395349,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,9848,0.0016246953696181965,degree-4,4.0,uniform,0.0,0,5010029,belady,future,67108864,67108864,268435456,536870912,13747,922545553408,11558,775644250112,479,32145145856,1710,114756157440,11488,770946629632,9488,636728901632,433,29058138112,1567,105159589888,12516,839934541824,10273,689409359872,493,33084669952,1750,117440512000,0.8356732377973376,0.8356732377973376,0.8209032704620176,0.8209032704620176,0.9178651326302333,0.9178651326302333,0.9235860994840845,0.9235860994840845,0.9104531897868626,0.9104531897868626,0.8888215954317356,0.8888215954317356,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,9848,0.0016246953696181965,degree-4,4.0,uniform,0.0,0,5010029,lru,future,67108864,67108864,268435456,536870912,19728,1323923668992,12239,821345386496,64,4294967296,7425,498283315200,19004,1275336851456,9906,664780406784,2035,136566538240,7063,473989906432,19730,1324057886720,10856,728533827584,1448,97173635072,7426,498350424064,0.963300892133009,0.963300892133009,0.8093798512950404,0.8093798512950404,0.9632032437911809,0.9632032437911809,0.9124907885040531,0.9124907885040531,1.0001013787510138,1.0001013787510138,0.8870005719421521,0.8870005719421521,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,9848,0.0016246953696181965,degree-4,4.0,moderate-zipf,0.8,0,5010130,belady,future,67108864,67108864,268435456,536870912,13639,915297796096,11639,781080068096,449,30131879936,1551,104085848064,12101,812084363264,10202,684644630528,428,28722593792,1471,98717138944,12500,838860800000,10713,718937260032,414,27783069696,1373,92140470272,0.8872351345406555,0.8872351345406555,0.8765357848612424,0.8765357848612424,0.96808,0.96808,0.9523009427798003,0.9523009427798003,0.9164894787007846,0.9164894787007846,0.9204399003350804,0.9204399003350804,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,9848,0.0016246953696181965,degree-4,4.0,moderate-zipf,0.8,0,5010130,lru,future,67108864,67108864,268435456,536870912,19732,1324192104448,12268,823291543552,39,2617245696,7425,498283315200,17702,1187961110528,10743,720950525952,549,36842766336,6410,430167818240,17958,1205140979712,11254,755243155456,166,11140071424,6538,438757752832,0.8971214271234543,0.8971214271234543,0.8756928594717965,0.8756928594717965,0.9857445149793964,0.9857445149793964,0.9545939221610095,0.9545939221610095,0.9100952767078857,0.9100952767078857,0.9173459406586241,0.9173459406586241,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,9848,0.0016246953696181965,degree-4,4.0,high-zipf,1.4,0,5010231,belady,future,67108864,67108864,268435456,536870912,11298,758195945472,10294,690818646016,234,15703474176,770,51673825280,10988,737392197632,10130,679812792320,222,14898167808,636,42681237504,11103,745109716992,10245,687530311680,209,14025752576,649,43553652736,0.9725615153124447,0.9725615153124447,0.9840683893530212,0.9840683893530212,0.9896424389804558,0.9896424389804558,0.9887750122010737,0.9887750122010737,0.9827403080191184,0.9827403080191184,0.9952399455993782,0.9952399455993782,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,9848,0.0016246953696181965,degree-4,4.0,high-zipf,1.4,0,5010231,lru,future,67108864,67108864,268435456,536870912,18014,1208899076096,10604,711622393856,24,1610612736,7386,495666069504,17804,1194806214656,10414,698871709696,109,7314866176,7281,488619638784,17852,1198027440128,10517,705783922688,30,2013265920,7305,490230251520,0.9883424003552792,0.9883424003552792,0.9820822331195775,0.9820822331195775,0.9973112256329822,0.9973112256329822,0.9902063326043549,0.9902063326043549,0.9910069945597868,0.9910069945597868,0.9917955488494907,0.9917955488494907,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc,diskjoin_mecc
2462,2462,39392,0.006498781478472786,degree-16,16.0,uniform,0.0,0,5020036,belady,future,67108864,67108864,268435456,536870912,48144,3230889148416,38961,2614628450304,1892,126969970688,7291,489290727424,51567,3460602789888,33966,2279419674624,4185,280850595840,13416,900332519424,47216,3168612122624,37242,2499268313088,2083,139787763712,7891,529556045824,1.0710992023928216,1.0710992023928216,0.8717948717948718,0.8717948717948718,1.0921509657743138,1.0921509657743138,0.9120347994200096,0.9120347994200096,0.9807244931871053,0.9807244931871053,0.9558789558789559,0.9558789558789559,block_rcm,block_rcm,diskjoin_mecc,diskjoin_mecc
